471	translate.google.com.mx	5574665384	1	2/18/13	YAJI_DBA                      
2324	www.google.com.sg	5574628922	1	2/18/13	YAJI_DBA                      
5075	www.google.ie	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
2501	www.google.cz	5574713581	1	2/18/13	YAJI_DBA                      
4558	www.google.dz	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
2262	www.google.com.py	5574639304	1	2/18/13	YAJI_DBA                      
2968	www.google.lk	5574628922	1	2/18/13	YAJI_DBA                      
3548	www.google.com.ly	5574858087	1	3/26/14	SHIDLEKAR_DBA                 
3892	www.google.com.pe	5575050289	1	3/26/14	SHIDLEKAR_DBA                 
5239	www.google.jo	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
2036	www.google.com.mx	5574673347	1	2/18/13	YAJI_DBA                      
6066	www.google.si	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
2600	www.google.es	5574628922	1	2/18/13	YAJI_DBA                      
3261	www.google.ps	5574737746	1	2/18/13	YAJI_DBA                      
3455	www.google.tt	5574634750	1	2/18/13	YAJI_DBA                      
3628	www.google.com.mx	5574852455	1	3/26/14	SHIDLEKAR_DBA                 
4478	www.google.de	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
2381	www.google.com.tr	5574673347	1	2/18/13	YAJI_DBA                      
5502	www.google.me	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
4903	www.google.hn	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
2682	www.google.ge	5574679764	1	2/18/13	YAJI_DBA                      
4603	www.google.ee	5574643520	1	3/26/14	SHIDLEKAR_DBA                 
5272	www.google.kz	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
1079	www.google.by	5574807392	1	2/18/13	YAJI_DBA                      
1033	www.google.bg	5574807392	1	2/18/13	YAJI_DBA                      
4245	www.google.com.tr	5574858087	1	3/26/14	SHIDLEKAR_DBA                 
1978	www.google.com.lb	5575025427	1	2/18/13	YAJI_DBA                      
5212	www.google.jo	5574636706	1	3/26/14	SHIDLEKAR_DBA                 
5088	www.google.iq	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
3766	www.google.com.ni	5575041362	1	3/26/14	SHIDLEKAR_DBA                 
4555	www.google.dz	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
5165	www.google.is	5575051929	1	3/26/14	SHIDLEKAR_DBA                 
4995	www.google.ht	5575041168	1	3/26/14	SHIDLEKAR_DBA                 
5437	www.google.lv	5574878453	1	3/26/14	SHIDLEKAR_DBA                 
4838	www.google.gp	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
4853	www.google.gr	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
2009	www.google.com.mt	5574639304	1	2/18/13	YAJI_DBA                      
5097	www.google.iq	5574646209	1	3/26/14	SHIDLEKAR_DBA                 
888	www.google.al	5574679764	1	2/18/13	YAJI_DBA                      
856	www.google.ae	5574634750	1	2/18/13	YAJI_DBA                      
2997	www.google.lt	5574636783	1	2/18/13	YAJI_DBA                      
3221	www.google.pl	5574628922	1	2/18/13	YAJI_DBA                      
711	translate.google.it	5574807392	1	2/18/13	YAJI_DBA                      
6169	www.google.tt	5574753751	1	3/26/14	SHIDLEKAR_DBA                 
3610	www.google.com.mx	5574631219	1	3/26/14	SHIDLEKAR_DBA                 
422	translate.google.com.br	5574639304	1	2/18/13	YAJI_DBA                      
5573	www.google.mn	5575050289	1	3/26/14	SHIDLEKAR_DBA                 
5363	www.google.lt	5575033235	1	3/26/14	SHIDLEKAR_DBA                 
3588	www.google.com.mt	5574856753	1	3/26/14	SHIDLEKAR_DBA                 
1872	www.google.com.hk	5574642932	1	2/18/13	YAJI_DBA                      
13	feedproxy.google.com	5574674899	1	2/18/13	YAJI_DBA                      
2802	www.google.ht	5574765554	1	2/18/13	YAJI_DBA                      
5105	www.google.iq	5574856753	1	3/26/14	SHIDLEKAR_DBA                 
2588	www.google.ee	5574673347	1	2/18/13	YAJI_DBA                      
622	translate.google.fr	5574628922	1	2/18/13	YAJI_DBA                      
3832	www.google.com.om	5574753751	1	3/26/14	SHIDLEKAR_DBA                 
5729	www.google.no	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
358	translate.google.co.kr	5574674899	1	2/18/13	YAJI_DBA                      
2853	www.google.iq	5574628922	1	2/18/13	YAJI_DBA                      
1034	www.google.bg	5574966629	1	2/18/13	YAJI_DBA                      
3344	www.google.ru	5574642932	1	2/18/13	YAJI_DBA                      
4335	www.google.com.ua	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
4036	www.google.com.py	5574737088	1	3/26/14	SHIDLEKAR_DBA                 
5605	www.google.mu	5574905416	1	3/26/14	SHIDLEKAR_DBA                 
5338	www.google.lt	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
1540	www.google.com.ar	5574966629	1	2/18/13	YAJI_DBA                      
5461	www.google.md	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
1089	www.google.ca	5574639304	1	2/18/13	YAJI_DBA                      
3068	www.google.md	5574642932	1	2/18/13	YAJI_DBA                      
4097	www.google.com.qa	5575050289	1	3/26/14	SHIDLEKAR_DBA                 
1037	www.google.bs	5574630747	1	2/18/13	YAJI_DBA                      
4066	www.google.com.qa	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
51	images.google.ca	5574634750	1	2/18/13	YAJI_DBA                      
5871	www.google.ro	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
1739	www.google.com.cy	5574679764	1	2/18/13	YAJI_DBA                      
6116	www.google.tn	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
1855	www.google.com.gt	5574687551	1	2/18/13	YAJI_DBA                      
747	translate.google.pl	5574665384	1	2/18/13	YAJI_DBA                      
5115	www.google.iq	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
3807	www.google.com.np	5575041362	1	3/26/14	SHIDLEKAR_DBA                 
4493	www.google.de	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
6159	www.google.tt	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
3232	www.google.pl	5574673347	1	2/18/13	YAJI_DBA                      
3085	www.google.me	5574633013	1	2/18/13	YAJI_DBA                      
4669	www.google.es	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
2200	www.google.com.ph	5574687551	1	2/18/13	YAJI_DBA                      
1445	www.google.co.ve	5574765554	1	2/18/13	YAJI_DBA                      
3727	www.google.com.ng	5575045102	1	3/26/14	SHIDLEKAR_DBA                 
3824	www.google.com.om	5574643520	1	3/26/14	SHIDLEKAR_DBA                 
5783	www.google.ps	5574631219	1	3/26/14	SHIDLEKAR_DBA                 
3249	www.google.ps	5574634986	1	2/18/13	YAJI_DBA                      
4547	www.google.dk	5575045102	1	3/26/14	SHIDLEKAR_DBA                 
3000	www.google.lt	5574649121	1	2/18/13	YAJI_DBA                      
543	translate.google.com.vn	5574679764	1	2/18/13	YAJI_DBA                      
304	translate.google.ca	5574634750	1	2/18/13	YAJI_DBA                      
341	translate.google.co.jp	5574765554	1	2/18/13	YAJI_DBA                      
5402	www.google.lu	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
5863	www.google.pt	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
5746	www.google.pl	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
1121	www.google.ch	5574713581	1	2/18/13	YAJI_DBA                      
5443	www.google.lv	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
997	www.google.be	5574639304	1	2/18/13	YAJI_DBA                      
4076	www.google.com.qa	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
3584	www.google.com.mt	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
977	www.google.ba	5574665384	1	2/18/13	YAJI_DBA                      
3495	www.googletvforum.org	5574966629	1	2/18/13	YAJI_DBA                      
5159	www.google.is	5575041168	1	3/26/14	SHIDLEKAR_DBA                 
181	images.google.it	5574775120	1	2/18/13	YAJI_DBA                      
4070	www.google.com.qa	5574643520	1	3/26/14	SHIDLEKAR_DBA                 
444	translate.google.com.hk	5574636783	1	2/18/13	YAJI_DBA                      
2362	www.google.com.sv	5574707259	1	2/18/13	YAJI_DBA                      
4733	www.google.fr	5574737088	1	3/26/14	SHIDLEKAR_DBA                 
2205	www.google.com.ph	5574775120	1	2/18/13	YAJI_DBA                      
4150	www.google.com.sg	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
4525	www.google.dk	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
189	images.google.ru	5574634750	1	2/18/13	YAJI_DBA                      
2378	www.google.com.tr	5574642932	1	2/18/13	YAJI_DBA                      
74	images.google.co.uk	5574634750	1	2/18/13	YAJI_DBA                      
4663	www.google.es	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
4219	www.google.com.sv	5575045102	1	3/26/14	SHIDLEKAR_DBA                 
5484	www.google.md	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
2320	www.google.com.sa	5574775120	1	2/18/13	YAJI_DBA                      
4007	www.google.com.pr	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
4908	www.google.hn	5574905416	1	3/26/14	SHIDLEKAR_DBA                 
2107	www.google.com.ni	5574679764	1	2/18/13	YAJI_DBA                      
2738	www.google.hn	5574628922	1	2/18/13	YAJI_DBA                      
6158	www.google.tt	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
3384	www.google.si	5574633013	1	2/18/13	YAJI_DBA                      
3382	www.google.si	5574628922	1	2/18/13	YAJI_DBA                      
1565	www.google.com.bd	5574628922	1	2/18/13	YAJI_DBA                      
415	translate.google.com.br	5574628922	1	2/18/13	YAJI_DBA                      
1078	www.google.by	5574775120	1	2/18/13	YAJI_DBA                      
1070	www.google.by	5574673347	1	2/18/13	YAJI_DBA                      
1937	www.google.com.kw	5574634750	1	2/18/13	YAJI_DBA                      
5893	www.google.ro	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
1548	www.google.com.au	5574636783	1	2/18/13	YAJI_DBA                      
2484	www.google.com.vn	5575025427	1	2/18/13	YAJI_DBA                      
3666	www.google.com.my	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
1927	www.google.com.kh	5574737746	1	2/18/13	YAJI_DBA                      
561	translate.google.cz	5574642932	1	2/18/13	YAJI_DBA                      
2017	www.google.com.mt	5574707259	1	2/18/13	YAJI_DBA                      
1606	www.google.com.bh	5574765554	1	2/18/13	YAJI_DBA                      
2714	www.google.gp	5575025427	1	2/18/13	YAJI_DBA                      
663	translate.google.gr	5574765554	1	2/18/13	YAJI_DBA                      
4260	www.google.com.tr	5575045102	1	3/26/14	SHIDLEKAR_DBA                 
2214	www.google.com.pk	5574634986	1	2/18/13	YAJI_DBA                      
2202	www.google.com.ph	5574713581	1	2/18/13	YAJI_DBA                      
5578	www.google.mu	5574631219	1	3/26/14	SHIDLEKAR_DBA                 
1487	www.google.com	5574687551	1	2/18/13	YAJI_DBA                      
5623	www.google.mv	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
1874	www.google.com.hk	5574665384	1	2/18/13	YAJI_DBA                      
1649	www.google.com.bo	5574707259	1	2/18/13	YAJI_DBA                      
2255	www.google.com.py	5574628922	1	2/18/13	YAJI_DBA                      
3008	www.google.lt	5574737746	1	2/18/13	YAJI_DBA                      
464	translate.google.com.mx	5574634006	1	2/18/13	YAJI_DBA                      
3956	www.google.com.pk	5574852455	1	3/26/14	SHIDLEKAR_DBA                 
387	translate.google.co.uk	5574765554	1	2/18/13	YAJI_DBA                      
4751	www.google.fr	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
446	translate.google.com.hk	5574642932	1	2/18/13	YAJI_DBA                      
38	google.com	5574687551	1	2/18/13	YAJI_DBA                      
1584	www.google.com.bd	5574775120	1	2/18/13	YAJI_DBA                      
4705	www.google.fi	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
4476	www.google.de	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
569	translate.google.cz	5574713581	1	2/18/13	YAJI_DBA                      
2864	www.google.iq	5574673347	1	2/18/13	YAJI_DBA                      
1596	www.google.com.bh	5574642932	1	2/18/13	YAJI_DBA                      
5689	www.google.nl	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
4277	www.google.com.tw	5574646209	1	3/26/14	SHIDLEKAR_DBA                 
4968	www.google.ht	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
3159	www.google.mv	5574639304	1	2/18/13	YAJI_DBA                      
520	translate.google.com.ua	5574679764	1	2/18/13	YAJI_DBA                      
4823	www.google.gp	5574881131	1	3/26/14	SHIDLEKAR_DBA                 
4281	www.google.com.tw	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
4881	www.google.hn	5574631219	1	3/26/14	SHIDLEKAR_DBA                 
843	webcache.googleusercontent.com	5574687551	1	2/18/13	YAJI_DBA                      
448	translate.google.com.hk	5574665384	1	2/18/13	YAJI_DBA                      
3119	www.google.mn	5574679764	1	2/18/13	YAJI_DBA                      
3525	www.google.com.lb	5575051929	1	3/26/14	SHIDLEKAR_DBA                 
4196	www.google.com.sv	5574649640	1	3/26/14	SHIDLEKAR_DBA                 
542	translate.google.com.vn	5574674899	1	2/18/13	YAJI_DBA                      
2719	www.google.gr	5574634750	1	2/18/13	YAJI_DBA                      
2141	www.google.com.om	5574630747	1	2/18/13	YAJI_DBA                      
5668	www.google.nl	5574641592	1	3/26/14	SHIDLEKAR_DBA                 
5279	www.google.kz	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
2524	www.google.de	5574713581	1	2/18/13	YAJI_DBA                      
2865	www.google.iq	5574674899	1	2/18/13	YAJI_DBA                      
1091	www.google.ca	5574649121	1	2/18/13	YAJI_DBA                      
4452	www.google.cz	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
265	news.google.com	5574673347	1	2/18/13	YAJI_DBA                      
1161	www.google.cm	5574665384	1	2/18/13	YAJI_DBA                      
3748	www.google.com.ni	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
4261	www.google.com.tr	5575050289	1	3/26/14	SHIDLEKAR_DBA                 
873	www.google.ae	5574966629	1	2/18/13	YAJI_DBA                      
343	translate.google.co.jp	5574807392	1	2/18/13	YAJI_DBA                      
5868	www.google.ro	5574636706	1	3/26/14	SHIDLEKAR_DBA                 
3599	www.google.com.mt	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
4542	www.google.dk	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
393	translate.google.com	5574630747	1	2/18/13	YAJI_DBA                      
6034	www.google.si	5574639794	1	3/26/14	SHIDLEKAR_DBA                 
1124	www.google.ch	5574775120	1	2/18/13	YAJI_DBA                      
5183	www.google.it	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
1914	www.google.com.kh	5574634750	1	2/18/13	YAJI_DBA                      
4619	www.google.ee	5574889203	1	3/26/14	SHIDLEKAR_DBA                 
4153	www.google.com.sg	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
3609	www.google.com.mx	5574630834	1	3/26/14	SHIDLEKAR_DBA                 
1117	www.google.ch	5574674899	1	2/18/13	YAJI_DBA                      
3935	www.google.com.ph	5575051929	1	3/26/14	SHIDLEKAR_DBA                 
1504	www.google.com.	5574642932	1	2/18/13	YAJI_DBA                      
2975	www.google.lk	5574639304	1	2/18/13	YAJI_DBA                      
821	translate.googleusercontent.com	5574707259	1	2/18/13	YAJI_DBA                      
3130	www.google.mu	5574630747	1	2/18/13	YAJI_DBA                      
386	translate.google.co.uk	5574737746	1	2/18/13	YAJI_DBA                      
1415	www.google.co.uk	5574673347	1	2/18/13	YAJI_DBA                      
3310	www.google.ro	5574807392	1	2/18/13	YAJI_DBA                      
2671	www.google.ge	5574633013	1	2/18/13	YAJI_DBA                      
4913	www.google.hn	5575041168	1	3/26/14	SHIDLEKAR_DBA                 
1731	www.google.com.cy	5574634986	1	2/18/13	YAJI_DBA                      
5157	www.google.is	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
4411	www.google.com.vn	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
5904	www.google.ro	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
1833	www.google.com.gh	5574707259	1	2/18/13	YAJI_DBA                      
4290	www.google.com.tw	5574881131	1	3/26/14	SHIDLEKAR_DBA                 
4002	www.google.com.pr	5574878453	1	3/26/14	SHIDLEKAR_DBA                 
3315	www.google.rs	5574633013	1	2/18/13	YAJI_DBA                      
4953	www.google.hr	5575033235	1	3/26/14	SHIDLEKAR_DBA                 
3418	www.google.sk	5574679764	1	2/18/13	YAJI_DBA                      
5033	www.google.hu	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
1382	www.google.co.th	5574630747	1	2/18/13	YAJI_DBA                      
1601	www.google.com.bh	5574679764	1	2/18/13	YAJI_DBA                      
1766	www.google.com.do	5574737746	1	2/18/13	YAJI_DBA                      
1640	www.google.com.bo	5574636783	1	2/18/13	YAJI_DBA                      
2208	www.google.com.ph	5575025427	1	2/18/13	YAJI_DBA                      
5016	www.google.hu	5574649640	1	3/26/14	SHIDLEKAR_DBA                 
1998	www.google.com.ly	5574775120	1	2/18/13	YAJI_DBA                      
1100	www.google.ca	5574765554	1	2/18/13	YAJI_DBA                      
3805	www.google.com.np	5575033235	1	3/26/14	SHIDLEKAR_DBA                 
238	maps.google.de	5574639304	1	2/18/13	YAJI_DBA                      
5134	www.google.is	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
2251	www.google.com.pr	5574775120	1	2/18/13	YAJI_DBA                      
459	translate.google.com.hk	5574966629	1	2/18/13	YAJI_DBA                      
58	images.google.ca	5574673347	1	2/18/13	YAJI_DBA                      
3146	www.google.mu	5574737746	1	2/18/13	YAJI_DBA                      
2610	www.google.es	5574665384	1	2/18/13	YAJI_DBA                      
2932	www.google.jo	5574665384	1	2/18/13	YAJI_DBA                      
814	translate.googleusercontent.com	5574642932	1	2/18/13	YAJI_DBA                      
2076	www.google.com.ng	5574634986	1	2/18/13	YAJI_DBA                      
5830	www.google.pt	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
4789	www.google.ge	5575033235	1	3/26/14	SHIDLEKAR_DBA                 
3898	www.google.com.ph	5574631264	1	3/26/14	SHIDLEKAR_DBA                 
4403	www.google.com.vn	5574670702	1	3/26/14	SHIDLEKAR_DBA                 
3331	www.google.rs	5574765554	1	2/18/13	YAJI_DBA                      
3594	www.google.com.mt	5574889203	1	3/26/14	SHIDLEKAR_DBA                 
3467	www.google.tt	5574713581	1	2/18/13	YAJI_DBA                      
3682	www.google.com.my	5575033235	1	3/26/14	SHIDLEKAR_DBA                 
1542	www.google.com.au	5574628922	1	2/18/13	YAJI_DBA                      
657	translate.google.gr	5574674899	1	2/18/13	YAJI_DBA                      
3612	www.google.com.mx	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
1708	www.google.com.co	5574634986	1	2/18/13	YAJI_DBA                      
4537	www.google.dk	5574889203	1	3/26/14	SHIDLEKAR_DBA                 
1638	www.google.com.bo	5574634750	1	2/18/13	YAJI_DBA                      
4063	www.google.com.qa	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
4486	www.google.de	5574693068	1	3/26/14	SHIDLEKAR_DBA                 
3152	www.google.mv	5574628922	1	2/18/13	YAJI_DBA                      
1341	www.google.co.ma	5574636783	1	2/18/13	YAJI_DBA                      
1262	www.google.co.in	5574775120	1	2/18/13	YAJI_DBA                      
3178	www.google.nl	5574634006	1	2/18/13	YAJI_DBA                      
1647	www.google.com.bo	5574679764	1	2/18/13	YAJI_DBA                      
3660	www.google.com.my	5574643520	1	3/26/14	SHIDLEKAR_DBA                 
4883	www.google.hn	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
4808	www.google.gp	5574643520	1	3/26/14	SHIDLEKAR_DBA                 
734	translate.google.nl	5574807392	1	2/18/13	YAJI_DBA                      
6232	www.googletvforum.org	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
855	www.google.ae	5574634006	1	2/18/13	YAJI_DBA                      
1971	www.google.com.lb	5574707259	1	2/18/13	YAJI_DBA                      
995	www.google.be	5574634986	1	2/18/13	YAJI_DBA                      
6214	www.googletvforum.org	5574859090	1	3/26/14	SHIDLEKAR_DBA                 
5424	www.google.lv	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
3090	www.google.me	5574639304	1	2/18/13	YAJI_DBA                      
2875	www.google.iq	5575025427	1	2/18/13	YAJI_DBA                      
3103	www.google.me	5574807392	1	2/18/13	YAJI_DBA                      
381	translate.google.co.uk	5574674899	1	2/18/13	YAJI_DBA                      
3864	www.google.com.pe	5574641592	1	3/26/14	SHIDLEKAR_DBA                 
5740	www.google.no	5575054094	1	3/26/14	SHIDLEKAR_DBA                 
3487	www.googletvforum.org	5574679764	1	2/18/13	YAJI_DBA                      
2417	www.google.com.ua	5574630747	1	2/18/13	YAJI_DBA                      
3199	www.google.no	5574630747	1	2/18/13	YAJI_DBA                      
896	www.google.al	5574966629	1	2/18/13	YAJI_DBA                      
1256	www.google.co.in	5574679764	1	2/18/13	YAJI_DBA                      
2606	www.google.es	5574636783	1	2/18/13	YAJI_DBA                      
4055	www.google.com.py	5575045102	1	3/26/14	SHIDLEKAR_DBA                 
1178	www.google.co.cr	5574634750	1	2/18/13	YAJI_DBA                      
173	images.google.it	5574673347	1	2/18/13	YAJI_DBA                      
2481	www.google.com.vn	5574775120	1	2/18/13	YAJI_DBA                      
4963	www.google.ht	5574631219	1	3/26/14	SHIDLEKAR_DBA                 
4328	www.google.com.ua	5574859090	1	3/26/14	SHIDLEKAR_DBA                 
2526	www.google.de	5574765554	1	2/18/13	YAJI_DBA                      
5485	www.google.md	5575014847	1	3/26/14	SHIDLEKAR_DBA                 
3258	www.google.ps	5574687551	1	2/18/13	YAJI_DBA                      
4051	www.google.com.py	5575033235	1	3/26/14	SHIDLEKAR_DBA                 
4520	www.google.dk	5574641592	1	3/26/14	SHIDLEKAR_DBA                 
3847	www.google.com.om	5575041168	1	3/26/14	SHIDLEKAR_DBA                 
2055	www.google.com.my	5574639304	1	2/18/13	YAJI_DBA                      
4110	www.google.com.sa	5574641592	1	3/26/14	SHIDLEKAR_DBA                 
4790	www.google.ge	5575041168	1	3/26/14	SHIDLEKAR_DBA                 
4860	www.google.gr	5574858087	1	3/26/14	SHIDLEKAR_DBA                 
2650	www.google.fr	5574634750	1	2/18/13	YAJI_DBA                      
3752	www.google.com.ni	5574856753	1	3/26/14	SHIDLEKAR_DBA                 
2589	www.google.ee	5574674899	1	2/18/13	YAJI_DBA                      
4057	www.google.com.py	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
5889	www.google.ro	5574881131	1	3/26/14	SHIDLEKAR_DBA                 
4377	www.google.com.uy	5574934916	1	3/26/14	SHIDLEKAR_DBA                 
2322	www.google.com.sa	5574966629	1	2/18/13	YAJI_DBA                      
3919	www.google.com.ph	5574859811	1	3/26/14	SHIDLEKAR_DBA                 
2283	www.google.com.qa	5574634986	1	2/18/13	YAJI_DBA                      
361	translate.google.co.kr	5574707259	1	2/18/13	YAJI_DBA                      
4126	www.google.com.sa	5574881131	1	3/26/14	SHIDLEKAR_DBA                 
4402	www.google.com.vn	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
3140	www.google.mu	5574673347	1	2/18/13	YAJI_DBA                      
2764	www.google.hr	5574634006	1	2/18/13	YAJI_DBA                      
2749	www.google.hn	5574673347	1	2/18/13	YAJI_DBA                      
5565	www.google.mn	5574910768	1	3/26/14	SHIDLEKAR_DBA                 
3393	www.google.si	5574673347	1	2/18/13	YAJI_DBA                      
3702	www.google.com.ng	5574646203	1	3/26/14	SHIDLEKAR_DBA                 
6197	www.googletvforum.org	5574637504	1	3/26/14	SHIDLEKAR_DBA                 
4372	www.google.com.uy	5574881131	1	3/26/14	SHIDLEKAR_DBA                 
2952	www.google.kz	5574639304	1	2/18/13	YAJI_DBA                      
1203	www.google.co.id	5574636783	1	2/18/13	YAJI_DBA                      
1264	www.google.co.in	5574966629	1	2/18/13	YAJI_DBA                      
3523	www.google.com.lb	5575050289	1	3/26/14	SHIDLEKAR_DBA                 
4852	www.google.gr	5574649640	1	3/26/14	SHIDLEKAR_DBA                 
503	translate.google.com.tr	5574775120	1	2/18/13	YAJI_DBA                      
1828	www.google.com.gh	5574665384	1	2/18/13	YAJI_DBA                      
2445	www.google.com.uy	5574636783	1	2/18/13	YAJI_DBA                      
5472	www.google.md	5574753751	1	3/26/14	SHIDLEKAR_DBA                 
1384	www.google.co.th	5574634006	1	2/18/13	YAJI_DBA                      
4221	www.google.com.sv	5575051511	1	3/26/14	SHIDLEKAR_DBA                 
3401	www.google.si	5574775120	1	2/18/13	YAJI_DBA                      
467	translate.google.com.mx	5574636783	1	2/18/13	YAJI_DBA                      
4392	www.google.com.vn	5574636706	1	3/26/14	SHIDLEKAR_DBA                 
407	translate.google.com	5574707259	1	2/18/13	YAJI_DBA                      
2130	www.google.com.np	5574679764	1	2/18/13	YAJI_DBA                      
2330	www.google.com.sg	5574636783	1	2/18/13	YAJI_DBA                      
2345	www.google.com.sg	5574966629	1	2/18/13	YAJI_DBA                      
5872	www.google.ro	5574640806	1	3/26/14	SHIDLEKAR_DBA                 
5300	www.google.lk	5574643520	1	3/26/14	SHIDLEKAR_DBA                 
2181	www.google.com.pe	5574765554	1	2/18/13	YAJI_DBA                      
665	translate.google.gr	5574807392	1	2/18/13	YAJI_DBA                      
5849	www.google.pt	5574889203	1	3/26/14	SHIDLEKAR_DBA                 
1586	www.google.com.bd	5574966629	1	2/18/13	YAJI_DBA                      
945	www.google.az	5574630747	1	2/18/13	YAJI_DBA                      
2466	www.google.com.vn	5574634750	1	2/18/13	YAJI_DBA                      
1600	www.google.com.bh	5574674899	1	2/18/13	YAJI_DBA                      
72	images.google.co.uk	5574633013	1	2/18/13	YAJI_DBA                      
4425	www.google.com.vn	5575050289	1	3/26/14	SHIDLEKAR_DBA                 
4313	www.google.com.ua	5574640115	1	3/26/14	SHIDLEKAR_DBA                 
4282	www.google.com.tw	5574737088	1	3/26/14	SHIDLEKAR_DBA                 
2979	www.google.lk	5574673347	1	2/18/13	YAJI_DBA                      
2318	www.google.com.sa	5574737746	1	2/18/13	YAJI_DBA                      
2852	www.google.ie	5575025427	1	2/18/13	YAJI_DBA                      
5767	www.google.pl	5574889203	1	3/26/14	SHIDLEKAR_DBA                 
5517	www.google.me	5574859090	1	3/26/14	SHIDLEKAR_DBA                 
2926	www.google.jo	5574634750	1	2/18/13	YAJI_DBA                      
2424	www.google.com.ua	5574642932	1	2/18/13	YAJI_DBA                      
3230	www.google.pl	5574649121	1	2/18/13	YAJI_DBA                      
938	www.google.at	5574737746	1	2/18/13	YAJI_DBA                      
5456	www.google.md	5574631264	1	3/26/14	SHIDLEKAR_DBA                 
4730	www.google.fr	5574652825	1	3/26/14	SHIDLEKAR_DBA                 
40	google.com	5574713581	1	2/18/13	YAJI_DBA                      
3281	www.google.pt	5574687551	1	2/18/13	YAJI_DBA                      
1614	www.google.com.bn	5574634006	1	2/18/13	YAJI_DBA                      
4628	www.google.ee	5575042380	1	3/26/14	SHIDLEKAR_DBA                 
5211	www.google.jo	5574633365	1	3/26/14	SHIDLEKAR_DBA                 
3087	www.google.me	5574634750	1	2/18/13	YAJI_DBA                      
3283	www.google.pt	5574713581	1	2/18/13	YAJI_DBA                      
1407	www.google.co.uk	5574634006	1	2/18/13	YAJI_DBA                      
1712	www.google.com.co	5574649121	1	2/18/13	YAJI_DBA                      
4955	www.google.hr	5575041362	1	3/26/14	SHIDLEKAR_DBA                 
833	webcache.googleusercontent.com	5574634750	1	2/18/13	YAJI_DBA                      
404	translate.google.com	5574674899	1	2/18/13	YAJI_DBA                      
6095	www.google.sk	5574889203	1	3/26/14	SHIDLEKAR_DBA                 
